original_title,release_date,genres,keywords,actors,director
Despicable Me 2,2013-06-26,"['Animation', 'Comedy', 'Family']","['parent child relationship', 'villain', 'adoptive father', 'secret agent', 'bakery', 'sequel', 'falling in love', 'family', 'single father', 'audition', 'female agent', 'duringcreditsstinger', 'first date', 'supervillain', 'masked supervillain', 'illumination', 'absurd', 'hilarious', 'amused', 'brisk']","['Steve Carell', 'Kristen Wiig', 'Benjamin Bratt', 'Miranda Cosgrove', 'Russell Brand', 'Ken Jeong', 'Steve Coogan', 'Elsie Fisher', 'Dana Gaier', 'Moisés Arias']",Fabrice Joubert
12 Years a Slave,2013-10-18,"['Drama', 'History']","['slavery', 'plantation', 'based on memoir or autobiography', 'violin player', 'physical abuse', 'black slave', 'usa history', 'slave owner', '19th century', 'sold into slavery', 'abolitionist', 'landowner', 'abuse of power', 'african american history']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Sarah Paulson', 'Adepero Oduye', 'Scoot McNairy', 'Paul Giamatti', 'Brad Pitt']",Steve McQueen
Aladdin,1992-11-25,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']","['princess', 'magic', 'tiger', 'cartoon', 'villain', 'parrot', 'sultan', 'flying carpet', 'wish', 'musical', 'love', 'monkey', 'arab', 'aftercreditsstinger', 'genie', 'arabian nights', 'animal sidekick', 'magic lamp', 'romantic', 'vibrant']","['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman', 'Gilbert Gottfried', 'Douglas Seale', 'Frank Welker', 'Brad Kane', 'Lea Salonga', 'Bruce Adler']",Aaron Blaise
Transformers,2007-06-27,"['Adventure', 'Science Fiction', 'Action']","['transformation', 'destroy', 'alien', 'based on toy', 'robot', 'duringcreditsstinger', 'teenage hero', 'griffith observatory', 'absurd']","['Shia LaBeouf', 'Megan Fox', 'Mark Ryan', 'Peter Cullen', 'Hugo Weaving', 'Josh Duhamel', 'Tyrese Gibson', 'Rachael Taylor', 'Anthony Anderson', 'Jon Voight']",Steven Spielberg
Dead Poets Society,1989-06-02,['Drama'],"['individual', 'friendship', 'philosophy', 'poetry', 'literature', 'professor', 'based on true story', 'coming of age', 'teacher', 'school play', 'vermont', 'schoolteacher', 'preparatory school', '1950s', 'inspirational', 'teenager', 'adoring']","['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles', 'Gale Hansen', 'Dylan Kussman', 'Allelon Ruggiero', 'James Waterston', 'Norman Lloyd', 'Kurtwood Smith']",Peter Weir
Home Alone,1990-11-16,"['Comedy', 'Family']","['burglar', 'holiday', 'family relationships', 'slapstick comedy', 'little boy', 'home invasion', 'precocious child', 'booby trap', 'home alone', 'suburban chicago', 'mischievous child', 'christmas', 'kids on their own', 'child rescue']","['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', ""Catherine O'Hara"", 'John Heard', 'Roberts Blossom', 'Devin Ratray', 'John Candy', 'Michael C. Maronna', 'Hillary Wolf']",Chris Columbus
E.T. the Extra-Terrestrial,1982-06-11,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']","['farewell', 'space marine', 'operation', 'flying saucer', 'nasa', 'homesickness', 'loss of loved one', 'extraterrestrial technology', 'prosecution', 'riding a bicycle', 'halloween', 'finger', 'flowerpot', 'alien', 'single', 'single mother', 'curious', 'anxious', 'hopeful']","['Henry Thomas', 'Drew Barrymore', 'Robert MacNaughton', 'Peter Coyote', 'Dee Wallace', 'Erika Eleniak', 'K.C. Martel', 'C. Thomas Howell', 'Sean Frye', 'Richard Swingler']",Steven Spielberg
Taken,2008-02-18,"['Action', 'Thriller']","['rescue', 'paris, france', 'kidnapping', 'prostitution', 'sex trafficking', 'albanian', 'missing daughter', 'ex special forces', 'ex-cia agent', 'abduction', 'search for daughter', 'army veteran']","['Liam Neeson', 'Maggie Grace', 'Leland Orser', 'Famke Janssen', 'Jon Gries', 'David Warshofsky', 'Holly Valance', 'Katie Cassidy', 'Xander Berkeley', 'Olivier Rabourdin']",Pierre Morel
The Big Lebowski,1998-03-06,"['Comedy', 'Crime']","['vietnam veteran', 'white russian', 'bowling', 'carpet', 'nihilism', 'heart attack', 'kidnapping', 'lsd', 'marijuana', 'los angeles, california', 'millionaire', 'cowboy', 'ashes', 'impregnation', 'bowling team', 'unemployed', 'bowling ball', 'neo-noir', 'weeds']","['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston', 'Philip Seymour Hoffman', 'Tara Reid', 'Philip Moon', 'Mark Pellegrino', 'Peter Stormare']",Joel Coen
The Fault in Our Stars,2014-05-16,"['Romance', 'Drama']","['based on novel or book', 'support group', 'amsterdam, netherlands', 'cancer', ""valentine's day"", 'star crossed lovers', 'teen drama', 'oxygen tank', 'based on young adult novel']","['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff', 'Laura Dern', 'Sam Trammell', 'Willem Dafoe', 'Lotte Verbeek', 'Mike Birbiglia', 'Ana Dela Cruz', 'Randy Kovitz']",Luca Kouimelis
Die Hard,1988-07-15,"['Action', 'Thriller']","['husband wife relationship', 'based on novel or book', 's.w.a.t.', 'fbi', 'christmas party', 'vault', 'heist', 'murder', 'shootout', 'los angeles, california', 'terrorism', 'one man army', 'explosion', 'police officer', 'hostage negotiator', 'one night', 'lapd', 'aggressive', 'christmas', '1980s', 'action hero', 'german', 'hostages', 'heist thriller', 'patrol officer', 'furious', 'high octane', 'euphoric', 'excited']","['Bruce Willis', 'Alan Rickman', 'Alexander Godunov', 'Bonnie Bedelia', 'Reginald VelJohnson', 'Paul Gleason', ""De'voreaux White"", 'William Atherton', 'Hart Bochner', 'James Shigeta']",John McTiernan
The Matrix Reloaded,2003-05-15,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['dying and death', 'future', 'mission', 'man vs machine', 'underground world', 'martial arts', 'kung fu', 'hero', 'dream', 'artificial intelligence (a.i.)', 'computer', 'saving the world', 'computer virus', 'virtual reality', 'fight', 'prophecy', 'faith', 'truth', 'key', 'dystopia', 'plato', 'precognition', 'rave', 'car crash', 'cyberpunk', 'action hero', 'gnosticism', 'oracle', 'sardonic']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Jada Pinkett Smith', 'Gloria Foster', 'Harold Perrineau', 'Monica Bellucci', 'Harry Lennix', 'Lambert Wilson']",Lana Wachowski
American Psycho,2000-04-13,"['Thriller', 'Drama', 'Crime']","['new york city', 'based on novel or book', 'businessman', 'psychopath', 'dark comedy', 'satire', 'wall street', 'serial killer', 'chainsaw', 'big city', 'psychological thriller', 'character study', 'white collar', 'harvard business school', 'voice imitation', '1980s', 'american businessman', 'bloody', 'ambiguity', 'psychological horror', 'horror']","['Christian Bale', 'Justin Theroux', 'Josh Lucas', 'Bill Sage', 'Chloë Sevigny', 'Reese Witherspoon', 'Samantha Mathis', 'Matt Ross', 'Jared Leto', 'Willem Dafoe']",Mary Harron
Madagascar,2005-05-25,"['Family', 'Animation', 'Adventure', 'Comedy']","['friendship', 'island', 'escape', 'africa', 'lion', 'zoo', 'hippopotamus', 'giraffe', 'penguin', 'cartoon', 'villain', 'zebra', 'slapstick comedy', 'madagascar', 'animals', 'lemur', 'escaped animal', 'talking animal', 'amused']","['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen', 'Cedric the Entertainer', 'Andy Richter', 'Tom McGrath', 'Christopher Knights', 'Chris Miller']",Eric Darnell
Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,"['Fantasy', 'Adventure']","['witch', 'new york city', 'paris, france', 'magic', 'school of witchcraft', 'sequel', 'prison escape', 'old flame', 'wizard', 'magical creature', '1920s', 'good versus evil', 'dark magic', 'follower', 'wizarding world']","['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Johnny Depp', 'Jude Law', 'Ezra Miller', 'Zoë Kravitz', 'Callum Turner', 'Claudia Kim']",David Yates
Nightcrawler,2014-10-23,"['Crime', 'Drama', 'Thriller']","['underground', 'psychopath', 'journalism', 'job interview', 'cynicism', 'sociopath', 'crime scene', 'psychological thriller', 'los angeles, california', 'home invasion', 'stakeout', 'newsreel footage', 'character study', 'neo-noir', 'ethics', 'stringer', 'police scanner', 'news business']","['Jake Gyllenhaal', 'Riz Ahmed', 'Rene Russo', 'Bill Paxton', 'Kevin Rahm', 'Michael Hyatt', 'Price Carson', 'Kent Shocknek', 'Sharon Tay', 'Ann Cusack']",Scott Peterson
Now You See Me 2,2016-06-02,"['Crime', 'Thriller', 'Action', 'Mystery']","['prison', 'new york city', 'magic', 'kidnapping', 'fbi', 'card trick', 'secret society', 'hypnosis', 'illusion', 'twin brother', 'heist', 'revenge', 'vigilante', 'on the run', 'fake death', 'macau', 'perception', 'illusionist', 'secrecy', 'illusionism', 'debunker', 'sleight of hand', 'fbi agent']","['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson', 'Morgan Freeman', 'Dave Franco', 'Daniel Radcliffe', 'Lizzy Caplan', 'Michael Caine', 'Jay Chou', 'Sanaa Lathan']",Jon M. Chu
The Fifth Element,1997-05-02,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']","['new york city', 'flying car', 'taxi', 'egypt', 'race against time', 'saving the world', 'cyborg', 'dystopia', 'anti hero', 'stowaway', 'space travel', 'arms dealer', 'alien life-form', 'end of the world', 'priest', 'shootout', 'police chase', 'cab driver', 'cyberpunk', 'archaeologist', 'space opera', 'military', 'opera singer', 'futuristic city', 'ancient evil', 'cruise liner', 'elemental', 'hieroglyphics', 'spaceship', 'good versus evil', 'alien robot', 'amused']","['Bruce Willis', 'Milla Jovovich', 'Gary Oldman', 'Ian Holm', 'Chris Tucker', 'Luke Perry', 'Brion James', 'Tommy Lister Jr.', 'Lee Evans', 'Charlie Creed-Miles']",Luc Besson
Gran Torino,2008-12-12,['Drama'],"['rape', 'war veteran', 'gangster', 'immigration', 'old man', 'priest', 'gang', 'detroit, michigan', 'widower', 'hmong']","['Clint Eastwood', 'Christopher Carley', 'Bee Vang', 'Ahney Her', 'Brian Haley', 'Geraldine Hughes', 'Dreama Walker', 'Brian Howe', 'John Carroll Lynch', 'William Hill']",Donald Murphy
Casino Royale,2006-11-14,"['Adventure', 'Action', 'Thriller']","['banker', 'casino', 'based on novel or book', 'poker', 'italy', 'money', 'torture', 'terrorism', 'mi6', 'british secret service', 'aggressive', 'montenegro', 'dramatic', 'intense', 'bold', 'tragic', 'vibrant']","['Daniel Craig', 'Eva Green', 'Mads Mikkelsen', 'Judi Dench', 'Jeffrey Wright', 'Giancarlo Giannini', 'Caterina Murino', 'Simon Abkarian', 'Isaach de Bankolé', 'Jesper Christensen']",Daniel Kleinman
Bruce Almighty,2003-05-23,"['Fantasy', 'Comedy']","['new love', 'lovesickness', 'moon', 'street gang', 'moses', 'faith', 'prayer', 'christianity', 'journalism', 'car crash', 'god', 'religion', 'relationship', 'news reporter', 'female journalist', 'religious conflict', 'responsibility', 'praying', 'almighty']","['Jim Carrey', 'Morgan Freeman', 'Jennifer Aniston', 'Philip Baker Hall', 'Catherine Bell', 'Lisa Ann Walter', 'Steve Carell', 'Nora Dunn', 'Eddie Jemison', 'Paul Satterfield']",Tom Shadyac
Oblivion,2013-04-10,"['Action', 'Science Fiction', 'Adventure', 'Mystery']","['spacecraft', 'dystopia', 'post-apocalyptic future', 'based on comic', 'space', 'drone', 'surveillance', 'human vs alien', '2070s']","['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko', 'Andrea Riseborough', 'Nikolaj Coster-Waldau', 'Melissa Leo', 'Zoë Bell', 'Abigail Lowe', 'Isabelle Lowe']",Joseph Kosinski
Monsters University,2013-06-19,"['Animation', 'Family']","['friendship', 'monster', 'door', 'games', 'training camp', 'dormitory', 'feud', 'bully', 'prequel', 'best friend', 'university', 'fraternity', 'aftercreditsstinger', 'college student', 'personification']","['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren', 'Peter Sohn', 'Joel Murray', 'Sean Hayes', 'Dave Foley', 'Charlie Day', 'Alfred Molina']",Lee Unkrich
Furious 7,2015-04-01,"['Action', 'Thriller', 'Crime']","['car race', 'speed', 'street race', 'revenge', 'race', 'muscle car', 'admiring']","['Vin Diesel', 'Paul Walker', 'Jason Statham', 'Michelle Rodriguez', 'Jordana Brewster', 'Tyrese Gibson', 'Ludacris', 'Dwayne Johnson', 'Kurt Russell', 'Nathalie Emmanuel']",James Wan
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,"['Adventure', 'Family', 'Fantasy']","['witch', 'epic', 'sibling relationship', 'saving the world', 'based on novel or book', 'self sacrifice', 'winter', 'fairy tale', 'cupboard', 'beaver', 'lion', 'surrealism', 'battle', ""based on children's book"", 'fantasy world', 'duringcreditsstinger', '1940s', 'high fantasy', 'isekai', 'based on young adult novel', 'faun', 'good versus evil']","['William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Liam Neeson', 'Tilda Swinton', 'James McAvoy', 'Jim Broadbent', 'Ray Winstone', 'Dawn French']",Emma Hinton
Limitless,2011-03-17,"['Thriller', 'Mystery', 'Science Fiction']","['new york city', 'medicine', 'politician', 'iq', 'pill', 'stalking', 'superhuman', 'writer', 'drugs', 'threat', 'knowledge', 'nootropics', 'mind booster']","['Bradley Cooper', 'Robert De Niro', 'Abbie Cornish', 'Andrew Howard', 'Anna Friel', 'Johnny Whitworth', 'Tomas Arana', 'Robert John Burke', 'Darren Goldstein', 'Ned Eisenberg']",Neil Burger
John Wick: Chapter 3 - Parabellum,2019-05-15,"['Action', 'Thriller', 'Crime']","['new york city', 'martial arts', 'bratva (russian mafia)', 'casablanca, morocco', 'secret society', 'morocco', 'secret organization', 'black humor', 'sahara desert', 'sequel', 'organized crime', 'one man army', 'consequences', 'aggressive', 'professional assassin', 'baba yaga', 'dog man friendship', 'defiant']","['Keanu Reeves', 'Halle Berry', 'Ian McShane', 'Laurence Fishburne', 'Mark Dacascos', 'Asia Kate Dillon', 'Lance Reddick', 'Anjelica Huston', 'Saïd Taghmaoui', 'Jerome Flynn']",Chad Stahelski
Fast & Furious 6,2013-05-21,"['Action', 'Thriller', 'Crime']","['car race', 'sequel', 'street race', 'car theft']","['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jordana Brewster', 'Michelle Rodriguez', 'Tyrese Gibson', 'Sung Kang', 'Gal Gadot', 'Ludacris', 'Luke Evans']",Justin Lin
Minions,2015-06-17,"['Family', 'Animation', 'Adventure', 'Comedy']","['assistant', 'villain', 'prequel', 'aftercreditsstinger', 'duringcreditsstinger', 'evil mastermind', 'supervillain', 'illumination']","['Sandra Bullock', 'Jon Hamm', 'Michael Keaton', 'Allison Janney', 'Steve Coogan', 'Jennifer Saunders', 'Geoffrey Rush', 'Steve Carell', 'Pierre Coffin', 'Katy Mixon']",Kyle Balda
Slumdog Millionaire,2008-11-12,"['Drama', 'Romance']","['based on novel or book', 'slum', 'cheating', 'suspicion', 'mumbai (bombay), india', 'game show', 'quiz', 'orphan', 'duringcreditsstinger', 'taj mahal, india']","['Dev Patel', 'Freida Pinto', 'Madhur Mittal', 'Anil Kapoor', 'Mahesh Manjrekar', 'Saurabh Shukla', 'Irrfan Khan', 'Ankur Vikal', 'Tanay Chheda', 'Ayush Mahesh Khedekar']",Danny Boyle
The Theory of Everything,2014-11-26,"['Drama', 'Romance']","['husband wife relationship', 'biography', 'based on true story', 'physicist', 'based on memoir or autobiography', 'fictional biography', 'motor neuron disease', 'als', 'cambridge university', 'inspirational', 'admiring']","['Eddie Redmayne', 'Felicity Jones', 'Charlie Cox', 'Emily Watson', 'Simon McBurney', 'David Thewlis', 'Maxine Peake', 'Harry Lloyd', 'Tom Prior', 'Sophie Perry']",James Marsh
Jumanji,1995-12-15,"['Adventure', 'Fantasy', 'Family']","['giant insect', 'board game', 'disappearance', 'jungle', 'recluse', 'frantic', 'stampede', 'based on young adult novel', 'mischievous', 'absurd', 'dramatic', 'amused', 'frightened']","['Robin Williams', 'Kirsten Dunst', 'Bradley Pierce', 'Bonnie Hunt', 'Jonathan Hyde', 'Bebe Neuwirth', 'David Alan Grier', 'Adam Hann-Byrd', 'Patricia Clarkson', 'Laura Bell Bundy']",Joe Johnston
El laberinto del fauno,2006-10-10,"['Fantasy', 'Drama', 'War']","['princess', 'army', 'spain', 'fairy tale', 'resistance', 'servant', 'anti hero', 'franco regime (francoism)', 'woods', 'love', 'cruelty', 'hiding', 'labyrinth', 'magic realism', 'mythological', 'dark fairy tale', 'children in wartime', 'post spanish civil war', 'faun', 'surprise-ending']","['Ivana Baquero', 'Sergi López', 'Maribel Verdú', 'Ariadna Gil', 'Doug Jones', 'Álex Angulo', 'Roger Casamajor', 'Manolo Solo', 'César Vea', 'Ivan Massagué']",Guillermo del Toro
Spectre,2015-10-26,"['Action', 'Adventure', 'Thriller']","['based on novel or book', 'spy', 'secret agent', 'sequel', 'mi6', 'british secret service', 'united kingdom']","['Daniel Craig', 'Christoph Waltz', 'Léa Seydoux', 'Ralph Fiennes', 'Monica Bellucci', 'Ben Whishaw', 'Naomie Harris', 'Dave Bautista', 'Andrew Scott', 'Rory Kinnear']",Daniel Kleinman
X-Men Origins: Wolverine,2009-04-28,"['Adventure', 'Action', 'Science Fiction']","['army', 'corruption', 'superhero', 'mutant', 'boxer', 'based on comic', 'prequel', 'spin off', 'aftercreditsstinger', 'duringcreditsstinger', 'powerful']","['Hugh Jackman', 'Liev Schreiber', 'Danny Huston', 'Lynn Collins', 'Kevin Durand', 'Dominic Monaghan', 'Taylor Kitsch', 'Daniel Henney', 'Ryan Reynolds', 'Will.i.am']",Gavin Hood
Back to the Future Part III,1990-05-25,"['Adventure', 'Comedy', 'Science Fiction']","['california', 'saloon', 'sports car', 'inventor', 'horseback riding', 'indian territory', 'locomotive', 'time travel', 'native american', 'mad scientist', 'sequel', 'outlaw', 'shootout', 'gunfight', 'train', 'wild west', 'cavalry', 'nostalgic', '1950s', 'hoverboard', 'playful', 'suspenseful', 'enthusiastic', 'exhilarated', 'optimistic']","['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Thomas F. Wilson', 'Lea Thompson', 'Elisabeth Shue', 'Matt Clark', 'Richard Dysart', 'Pat Buttram', 'Harry Carey, Jr.']",Robert Zemeckis
Zodiac,2007-03-02,"['Crime', 'Drama', 'Mystery', 'Thriller']","['newspaper', 'journalist', 'california', 'based on novel or book', 'police', 'san francisco, california', 'killing', 'detective', '1970s', 'investigation', 'victim', 'code', 'murder', 'serial killer', 'crime scene', 'reporter', 'whodunit', 'alcoholic', 'young man', 'fourth of july', 'newspaper article', 'cartoonist', '1960s', 'zodiac killer', 'bar', 'suspenseful']","['Jake Gyllenhaal', 'Mark Ruffalo', 'Anthony Edwards', 'Robert Downey Jr.', 'Chloë Sevigny', 'Elias Koteas', 'John Carroll Lynch', 'Brian Cox', 'Dermot Mulroney', 'Charles Fleischer']",David Fincher
The Perks of Being a Wallflower,2012-09-20,['Drama'],"['school friend', 'depression', 'high school', 'friendship', 'based on novel or book', 'trauma', 'coming of age', 'freshman', 'school', 'teenage boy', 'high school student', 'first love', 'aunt nephew relationship', 'lgbt', 'mental health', 'lgbt teen', 'pittsburgh, pennsylvania', 'meditative', 'candid', 'thoughtful', '1990s', 'based on young adult novel', 'gay theme', 'serious', ""boys' love (bl)"", 'teenager', 'dramatic', 'reminiscent', 'romantic', 'admiring', 'amused', 'appreciative', 'comforting']","['Logan Lerman', 'Emma Watson', 'Ezra Miller', 'Mae Whitman', 'Kate Walsh', 'Dylan McDermott', 'Melanie Lynskey', 'Nina Dobrev', 'Johnny Simmons', 'Joan Cusack']",Diane H. Newman
